日期,txt数量,对数收益率,历史n3波动率,历史n5波动率,历史n10波动率,历史n20波动率,历史n40波动率,未来n3波动率,未来n5波动率,未来n10波动率,未来n20波动率,val
2023/11/7,19,-0.0004,-0.000372812,0.064518668,0.078733658,0.069709197,0.120954079,0.108323449,0.032682479,0.045262407,0.059943612,0
2023/11/6,29,0.0091,0.009068562,0.095221217,0.07982221,0.070112423,0.123178631,0.114404406,0.012504073,0.037575103,0.060004084,0
2023/11/3,45,0.0071,0.007082565,0.075280382,0.060003794,0.108126472,0.118539689,0.112451573,0.075681344,0.072974159,0.070885686,1
2023/11/2,27,-0.0045,-0.004532133,0.038906486,0.074944048,0.111622283,0.114939527,0.111270455,0.064518668,0.068577998,0.077038722,0
2023/11/1,34,0.0014,0.001426716,0.016937359,0.059449744,0.139262039,0.114935513,0.110965956,0.095221217,0.083113139,0.070463641,0
2023/10/31,35,-0.0009,-0.000920481,0.073589866,0.05765489,0.14211366,0.114933153,0.115343983,0.075280382,0.078733658,0.067483467,0
2023/10/30,38,0.0012,0.001248483,0.055829366,0.04746264,0.144283973,0.115646323,0.119031633,0.038906486,0.07982221,0.067366472,1
2023/10/27,26,0.0099,0.009816798,0.040986883,0.139699951,0.143960493,0.129770055,0.119747006,0.016937359,0.060003794,0.066853564,1
2023/10/26,51,0.0048,0.004759829,0.02590345,0.135956474,0.129544651,0.125287212,0.116933244,0.073589866,0.074944048,0.072794262,0
2023/10/25,37,0.004,0.003999096,0.156606177,0.159144454,0.138824237,0.123282318,0.120249399,0.055829366,0.059449744,0.073032807,1
2023/10/24,42,0.0078,0.007777683,0.149167439,0.139679625,0.135643435,0.121317274,0.122132925,0.040986883,0.05765489,0.069709197,0
2023/10/23,35,-0.0147,-0.014781564,0.067781499,0.114016742,0.12154496,0.116945955,0.12321507,0.02590345,0.04746264,0.070112423,0
2023/10/20,25,-0.0074,-0.007457724,0.073601579,0.105762589,0.110527972,0.108727774,0.120574338,0.156606177,0.139699951,0.108126472,0
2023/10/19,44,-0.0174,-0.017585915,0.134519244,0.105706746,0.111563339,0.107692507,0.120420345,0.149167439,0.135956474,0.111622283,0
2023/10/18,43,-0.008,-0.008072057,0.07451181,0.10439591,0.083779632,0.09208172,0.114475984,0.067781499,0.159144454,0.139262039,0
2023/10/17,31,0.0032,0.003147481,0.065809996,0.089747269,0.077938868,0.088738071,0.113032256,0.073601579,0.139679625,0.14211366,0
2023/10/16,34,-0.0046,-0.004638181,0.111856035,0.09772225,0.076983438,0.093437534,0.112771307,0.134519244,0.114016742,0.144283973,0
2023/10/13,31,-0.0064,-0.006391242,0.102070237,0.097300324,0.110552667,0.092439106,0.12227275,0.07451181,0.105762589,0.143960493,1
2023/10/12,49,0.0094,0.009355379,0.106158289,0.089364087,0.112662488,0.097860111,0.122051406,0.065809996,0.105706746,0.129544651,0
2023/10/11,36,0.0012,0.001208931,0.054471089,0.055991604,0.103102134,0.091016388,0.11947333,0.111856035,0.10439591,0.138824237,0
2023/10/10,39,-0.007,-0.007025122,0.053106367,0.053368445,0.102353687,0.092807736,0.119310879,0.102070237,0.089747269,0.135643435,1
2023/10/9,27,-0.0044,-0.004368986,0.042766678,0.047182406,0.09983219,0.10489773,0.119009835,0.106158289,0.09772225,0.12154496,0
2023/9/28,35,0.001,0.001016437,0.042184562,0.117297639,0.098652507,0.105230174,0.119147629,0.054471089,0.097300324,0.110527972,0
2023/9/27,56,0.0016,0.001626517,0.048888237,0.13190142,0.09869163,0.106734022,0.12030259,0.053106367,0.089364087,0.111563339,0
2023/9/26,43,-0.0043,-0.004290858,0.151270099,0.134628055,0.099638363,0.106513337,0.12157194,0.042766678,0.055991604,0.083779632,0
2023/9/25,37,-0.0054,-0.005384101,0.164582151,0.132765615,0.098340635,0.113871584,0.121409144,0.042184562,0.053368445,0.077938868,0
2023/9/22,38,0.0155,0.015354653,0.16419141,0.128062731,0.103989515,0.11789623,0.121850607,0.048888237,0.047182406,0.076983438,0
2023/9/21,57,-0.0077,-0.007708405,0.048847808,0.057541638,0.068172128,0.108054002,0.12450431,0.151270099,0.117297639,0.110552667,1
2023/9/20,44,-0.0052,-0.00525867,0.051635149,0.044620536,0.078449269,0.104340978,0.123377626,0.164582151,0.13190142,0.112662488,1
2023/9/19,44,-0.0003,-0.000310356,0.035324551,0.040888224,0.07681355,0.113592676,0.12296449,0.16419141,0.134628055,0.103102134,0
2023/9/18,33,0.0026,0.002623459,0.03643761,0.041151873,0.082159935,0.117512962,0.134420959,0.048847808,0.132765615,0.102353687,0
2023/9/15,32,-0.0028,-0.00282178,0.037182138,0.071632214,0.109712331,0.125521296,0.134227881,0.051635149,0.128062731,0.09983219,0
2023/9/14,20,0.0011,0.001113668,0.036199461,0.06983475,0.111119412,0.129866448,0.134087525,0.035324551,0.057541638,0.098652507,1
2023/9/13,45,-0.0045,-0.004469563,0.087548488,0.100523785,0.114209759,0.130862713,0.135811118,0.03643761,0.044620536,0.09869163,0
2023/9/12,57,-0.0018,-0.001821703,0.075879556,0.100574703,0.112227531,0.132958799,0.135469525,0.037182138,0.040888224,0.099638363,0
2023/9/11,38,0.0084,0.008326592,0.127719506,0.107963376,0.124924095,0.132887749,0.135664591,0.036199461,0.041151873,0.098340635,1
2023/9/8,39,-0.0018,-0.001804757,0.085015898,0.137052582,0.129628336,0.129142713,0.135229893,0.087548488,0.071632214,0.103989515,0
2023/9/7,52,-0.0113,-0.011378325,0.082813773,0.140771498,0.133837807,0.145135666,0.135251321,0.075879556,0.06983475,0.068172128,0
2023/9/6,41,0.0012,0.001175455,0.137413261,0.119940623,0.116038015,0.14205117,0.136562279,0.127719506,0.100523785,0.078449269,0
2023/9/5,47,-0.0071,-0.007167448,0.136610844,0.120092613,0.139252495,0.142262579,0.13778017,0.085015898,0.100574703,0.07681355,0
2023/9/4,38,0.014,0.013885436,0.125744158,0.114374597,0.136138357,0.140895732,0.13750972,0.082813773,0.107963376,0.082159935,0
2023/9/1,19,0.0043,0.004276265,0.063924092,0.104784454,0.139420089,0.130007199,0.132939942,0.137413261,0.137052582,0.109712331,1
2023/8/31,37,-0.0055,-0.005517017,0.115144674,0.123933981,0.145109009,0.128910819,0.13249407,0.136610844,0.140771498,0.111119412,0
2023/8/30,34,0.0004,0.000398531,0.083841624,0.108571228,0.145623021,0.131458422,0.132469068,0.125744158,0.119940623,0.114209759,0
2023/8/29,32,0.012,0.01194972,0.131020908,0.156064675,0.150145065,0.133310854,0.13333626,0.063924092,0.120092613,0.112227531,0
2023/8/28,32,0.0113,0.011219208,0.11152415,0.145881066,0.133189856,0.123100961,0.129362101,0.115144674,0.114374597,0.124924095,0
2023/8/25,27,-0.0059,-0.005912508,0.095770863,0.134285773,0.111566641,0.115346604,0.130509224,0.083841624,0.104784454,0.129628336,0
2023/8/24,37,0.0012,0.001246624,0.147229743,0.139230391,0.136030156,0.136862168,0.131135356,0.131020908,0.123933981,0.133837807,0
2023/8/23,37,-0.0134,-0.013528784,0.16348028,0.147516847,0.138586638,0.136312103,0.131074609,0.11152415,0.108571228,0.116038015,1
2023/8/22,36,0.0088,0.008803738,0.151332887,0.134649433,0.131522778,0.130067889,0.127080495,0.095770863,0.156064675,0.139252495,0
2023/8/21,40,-0.0124,-0.012520786,0.117946272,0.099677238,0.112573787,0.148250985,0.128949,0.147229743,0.145881066,0.136138357,0
2023/8/18,41,-0.01,-0.010099058,0.101583798,0.082398312,0.106455344,0.142351705,0.130473124,0.16348028,0.134285773,0.139420089,1
2023/8/17,51,0.0043,0.00431115,0.081851288,0.132660559,0.107492139,0.138065701,0.132117231,0.151332887,0.139230391,0.145109009,0
2023/8/16,43,-0.0082,-0.008235495,0.049439697,0.12821706,0.110323997,0.140534894,0.131905691,0.117946272,0.147516847,0.145623021,0
2023/8/15,43,-0.0007,-0.000708147,0.137441571,0.126893932,0.111126029,0.137898706,0.131079355,0.101583798,0.134649433,0.150145065,0
2023/8/14,32,-0.0034,-0.003398415,0.156352705,0.124124932,0.111610962,0.138383125,0.132219387,0.081851288,0.099677238,0.133189856,0
2023/8/11,33,-0.0201,-0.02027131,0.153869187,0.12289239,0.118076949,0.140984443,0.133472447,0.049439697,0.082398312,0.111566641,0
2023/8/10,55,0.0031,0.003098917,0.053551907,0.058462412,0.115979655,0.121755496,0.123518814,0.137441571,0.132660559,0.136030156,0
2023/8/9,43,-0.0049,-0.004959188,0.022497793,0.070319984,0.116370938,0.128701265,0.123342513,0.156352705,0.12821706,0.138586638,0
2023/8/8,50,-0.0025,-0.002514761,0.053376418,0.084515774,0.114040754,0.130703615,0.12269225,0.153869187,0.126893932,0.131522778,0
2023/8/7,38,-0.0059,-0.005871685,0.077331719,0.085006797,0.14683837,0.131233273,0.123179552,0.053551907,0.124124932,0.112573787,0
2023/8/4,39,0.0023,0.002320151,0.099481199,0.082945144,0.14103697,0.128853912,0.122609896,0.022497793,0.12289239,0.106455344,0
2023/8/3,51,0.0058,0.005738191,0.095788284,0.140198316,0.142420775,0.129613615,0.122540659,0.053376418,0.058462412,0.107492139,0
2023/8/2,54,-0.0089,-0.008930811,0.089147792,0.143689162,0.153685536,0.130381187,0.125476622,0.077331719,0.070319984,0.110323997,1
2023/8/1,55,0,-2.73474E-05,0.123201281,0.122723263,0.14314048,0.128709007,0.123301072,0.099481199,0.084515774,0.111126029,0
2023/7/31,46,0.0046,0.004601826,0.133754613,0.158718631,0.14603862,0.128686495,0.124661387,0.095788284,0.085006797,0.111610962,0
2023/7/28,52,0.0184,0.018255135,0.153901451,0.168533988,0.154719497,0.13501084,0.124266377,0.089147792,0.082945144,0.118076949,0
2023/7/27,62,-0.002,-0.001975248,0.174921484,0.144195108,0.125682351,0.121503993,0.116848823,0.123201281,0.140198316,0.115979655,0
2023/7/26,53,-0.0026,-0.002630704,0.17199576,0.162772192,0.139935698,0.121564201,0.116766919,0.133754613,0.143689162,0.116370938,0
2023/7/25,48,0.0213,0.021064997,0.164011296,0.160048214,0.14532348,0.12104471,0.116765689,0.153901451,0.122723263,0.114040754,0
2023/7/24,43,-0.0011,-0.001133939,0.062685104,0.054697795,0.101663658,0.105104721,0.104403939,0.174921484,0.158718631,0.14683837,0
2023/7/21,48,-0.0006,-0.0005586,0.068247556,0.063180297,0.102995945,0.117393934,0.104401743,0.17199576,0.168533988,0.14103697,1
2023/7/20,60,-0.0092,-0.009208087,0.062002227,0.066228992,0.103357033,0.125372436,0.108955638,0.164011296,0.144195108,0.142420775,0
2023/7/19,55,0.0003,0.000318916,0.058621472,0.111552244,0.097278113,0.122664126,0.113005535,0.062685104,0.162772192,0.153685536,0
2023/7/18,49,-0.0037,-0.003686338,0.058982767,0.122563486,0.101305862,0.123536549,0.113574037,0.068247556,0.160048214,0.14314048,1
2023/7/17,38,-0.0087,-0.008707535,0.13821879,0.127944984,0.100935118,0.125737235,0.113664967,0.062002227,0.054697795,0.14603862,0
2023/7/14,41,0.0004,0.000376882,0.133095663,0.105763977,0.11188014,0.125114718,0.112357006,0.058621472,0.063180297,0.154719497,0
2023/7/13,60,0.0126,0.012545617,0.134380338,0.110859487,0.114298043,0.125229507,0.112418726,0.058982767,0.066228992,0.125682351,0
2023/7/12,51,-0.0078,-0.007866032,0.090279876,0.077815228,0.099620393,0.116887773,0.108260702,0.13821879,0.111552244,0.139935698,1
2023/7/11,44,0.0055,0.005500343,0.054174199,0.07418838,0.090145446,0.113799598,0.111102571,0.133095663,0.122563486,0.14532348,0
2023/7/10,40,0.0022,0.002215519,0.050214523,0.054487768,0.103390639,0.113818141,0.113270333,0.134380338,0.127944984,0.101663658,1
2023/7/7,44,-0.0028,-0.002799048,0.027055131,0.113102546,0.129845618,0.114916831,0.113117816,0.090279876,0.105763977,0.102995945,0
2023/7/6,53,-0.0054,-0.005407168,0.050279652,0.117519194,0.144060698,0.114490295,0.116058017,0.054174199,0.110859487,0.103357033,1
2023/7/5,51,-0.0069,-0.006926113,0.130656057,0.1095755,0.143600818,0.120081994,0.118185847,0.050214523,0.077815228,0.097278113,0
2023/7/4,34,0.0004,0.000422232,0.081659716,0.087464884,0.142167946,0.117530604,0.126542078,0.027055131,0.07418838,0.101305862,0
2023/7/3,33,0.0131,0.013006618,0.098696107,0.098223647,0.146128954,0.120495587,0.126912545,0.050279652,0.054487768,0.100935118,1
2023/6/30,35,0.0062,0.006165008,0.056227401,0.144506463,0.135328702,0.111718736,0.124121579,0.130656057,0.113102546,0.11188014,0
2023/6/29,48,-0.0022,-0.002197196,0.100925187,0.156416616,0.130159545,0.111202548,0.126607114,0.081659716,0.117519194,0.114298043,1
2023/6/28,49,0,-1.88123E-05,0.176166119,0.156094621,0.130918814,0.111170085,0.127884533,0.098696107,0.1095755,0.099620393,0
2023/6/27,45,0.0123,0.012246094,0.197036552,0.152663994,0.130789711,0.111743799,0.127879675,0.056227401,0.087464884,0.090145446,0
2023/6/26,34,-0.0148,-0.014895086,0.070362562,0.11915748,0.11636664,0.10307474,0.123783191,0.100925187,0.098223647,0.103390639,0
2023/6/21,43,-0.0131,-0.01319009,0.060955732,0.123038693,0.097732387,0.089449278,0.119967236,0.176166119,0.144506463,0.129845618,0
2023/6/20,51,-0.0047,-0.004756658,0.084638931,0.085884949,0.068472835,0.08885222,0.125201747,0.197036552,0.156416616,0.144060698,1
2023/6/19,26,-0.0054,-0.005366723,0.09150361,0.075458907,0.088538029,0.102398042,0.124829054,0.070362562,0.156094621,0.143600818,0
2023/6/16,50,0.0063,0.006236316,0.062328132,0.057427778,0.082531692,0.102019627,0.12522286,0.060955732,0.152663994,0.142167946,0
2023/6/15,50,0.0074,0.007402104,0.058415415,0.055295182,0.08536937,0.100147853,0.124181582,0.084638931,0.11915748,0.146128954,1
2023/6/14,48,-0.0014,-0.00144832,0.020063387,0.045486931,0.079542171,0.097328261,0.128097214,0.09150361,0.123038693,0.135328702,0
2023/6/13,37,0.0015,0.001497873,0.04152493,0.038872814,0.085671221,0.097398191,0.129179147,0.062328132,0.085884949,0.130159545,0
2023/6/12,32,-0.0008,-0.000798732,0.045307466,0.097646873,0.085498162,0.098530858,0.129154853,0.058415415,0.075458907,0.130918814,0
2023/6/9,28,0.0055,0.005529882,0.033721123,0.097676628,0.086112143,0.108207664,0.129712444,0.020063387,0.057427778,0.130789711,0
2023/6/8,22,0.0049,0.004938128,0.111051595,0.105232327,0.083688932,0.111746147,0.128766047,0.04152493,0.055295182,0.11636664,0
2023/6/7,19,0.0008,0.000757066,0.091962846,0.099387888,0.080277498,0.109345923,0.128127802,0.045307466,0.045486931,0.097732387,0
2023/6/6,24,-0.0115,-0.011543772,0.127494652,0.104702252,0.09991177,0.113817331,0.128790784,0.033721123,0.038872814,0.068472835,1
2023/6/5,17,0.0007,0.000733461,0.056534168,0.070582207,0.110568921,0.113339746,0.125927751,0.111051595,0.097646873,0.088538029,0
2023/6/2,17,0.0079,0.00790717,0.091097859,0.071846192,0.113540411,0.13338595,0.12662707,0.091962846,0.097676628,0.082531692,0
2023/6/1,26,0,2.18436E-05,0.049330162,0.054023834,0.101923057,0.12915696,0.126330014,0.127494652,0.105232327,0.08536937,1
2023/5/31,11,-0.0061,-0.006113164,0.060658522,0.054676417,0.106377136,0.133911063,0.126729249,0.056534168,0.099387888,0.079542171,0
